file,t_sec,P,y_Air_Conditioner,y_Blender,y_Coffee_maker,y_Compact_Fluorescent_Lamp,y_Fan,y_Fridge,y_Fridge_defroster,y_Hair_Iron,y_Incandescent_Light_Bulb,y_Iron_solder,y_Laptop,y_Vacuum,y_Water_kettle
86,7.5,0.006472798,1,,,1,,,,,,,,,1
86,8.5,0.007201271,1,,,1,,,,,,,,,1
86,9.5,0.007122882,0,,,1,,,,,,,,,1
86,10.5,0.010105250817333322,0,,,1,,,,,,,,,0
86,11.5,0.003315684,0,,,1,,,,,,,,,0
86,12.5,0.003286827,0,,,0,,,,,,,,,0
86,13.5,0.003384115,0,,,0,,,,,,,,,0
86,14.5,0.003354835,0,,,0,,,,,,,,,0
86,15.5,0.00336242,0,,,0,,,,,,,,,0
86,16.5,0.003346318,0,,,0,,,,,,,,,0
86,17.5,0.003342717,0,,,0,,,,,,,,,0
86,18.5,0.00335081,0,,,0,,,,,,,,,0
86,19.5,0.00337759,0,,,0,,,,,,,,,0
87,0.5,0.003472844,,,,,,0,,,0,,0,,
87,1.5,0.002039583,,,,,,1,,,0,,0,,
87,2.5,0.003901954,,,,,,1,,,0,,0,,
87,3.5,0.003631276,,,,,,1,,,0,,0,,
87,4.5,0.002974582,,,,,,1,,,1,,0,,
87,5.5,0.003548098,,,,,,1,,,1,,0,,
87,6.5,0.002955472,,,,,,1,,,1,,1,,
87,7.5,0.003296827,,,,,,1,,,1,,1,,
87,8.5,0.003896318,,,,,,1,,,1,,1,,
87,9.5,0.003564708,,,,,,1,,,1,,1,,
87,10.5,0.003653522,,,,,,1,,,1,,1,,
87,11.5,0.004831529,,,,,,0,,,1,,1,,
87,12.5,0.003449412,,,,,,0,,,1,,1,,
87,13.5,0.004165301,,,,,,0,,,0,,1,,
87,14.5,0.00335581,,,,,,0,,,0,,1,,
87,15.5,0.003684115,,,,,,0,,,0,,0,,
87,16.5,0.003401276,,,,,,0,,,0,,0,,
87,17.5,0.003400767,,,,,,0,,,0,,0,,
87,18.5,0.003403437,,,,,,0,,,0,,0,,
87,19.5,0.003396657,,,,,,0,,,0,,0,,
88,0.5,0.003541445,0,,,,,,,0,0,,,,
88,1.5,0.004203055,1,,,,,,,0,0,,,,
88,2.5,0.00126522,1,,,,,,,0,0,,,,
88,3.5,0.005259113,1,,,,,,,0,1,,,,
88,4.5,-0.015150224,1,,,,,,,1,1,,,,
88,5.5,0.004631487,1,,,,,,,1,1,,,,
88,6.5,0.004512377,1,,,,,,,1,1,,,,
88,7.5,0.005286825,0,,,,,,,1,1,,,,
88,8.5,0.005281698,0,,,,,,,1,0,,,,
88,9.5,0.019875661217999996,0,,,,,,,1,0,,,,
88,10.5,0.003538861,0,,,,,,,0,0,,,,
88,11.5,0.003492547,0,,,,,,,0,0,,,,
88,12.5,0.003495174,0,,,,,,,0,0,,,,
88,13.5,0.003478352,0,,,,,,,0,0,,,,
88,14.5,0.00347564,0,,,,,,,0,0,,,,
89,0.5,0.003661403,0,,,,,,,,,,,0,
89,1.5,0.000888525,0,,,,,,,,,,,0,
89,2.5,0.004347589,1,,,,,,,,,,,0,
89,3.5,-0.000299693,1,,,,,,,,,,,1,
89,4.5,0.007788643,1,,,,,,,,,,,1,
89,5.5,0.007299237,1,,,,,,,,,,,1,
89,6.5,0.004048776,1,,,,,,,,,,,1,
89,7.5,0.003755768,1,,,,,,,,,,,0,
89,8.5,0.003514115,0,,,,,,,,,,,0,
89,9.5,0.003600894,0,,,,,,,,,,,0,
91,0.5,0.00332331,0,,0,,,,,,,0,,,
91,1.5,0.00365759,0,,0,,,,,,,0,,,
91,2.5,0.003417166,1,,0,,,,,,,0,,,
91,3.5,0.0033692,1,,0,,,,,,,0,,,
91,4.5,0.013135246,1,,1,,,,,,,0,,,
91,5.5,0.003680132,1,,1,,,,,,,0,,,
91,6.5,0.003682632,1,,1,,,,,,,0,,,
91,7.5,0.003708903,1,,1,,,,,,,0,,,
91,8.5,0.003694073,1,,1,,,,,,,0,,,
91,9.5,0.003686869,1,,1,,,,,,,0,,,
91,10.5,0.00371653,1,,1,,,,,,,0,,,
91,11.5,0.003628522,1,,1,,,,,,,0,,,
91,12.5,0.003759624,1,,1,,,,,,,0,,,
91,13.5,0.003459454,1,,1,,,,,,,0,,,
91,14.5,0.003465471,1,,1,,,,,,,0,,,
91,15.5,0.003170302,1,,1,,,,,,,0,,,
91,16.5,0.00350187,0,,1,,,,,,,0,,,
91,17.5,-0.001822445,0,,1,,,,,,,0,,,
91,18.5,0.00421992,0,,0,,,,,,,0,,,
91,19.5,0.003326404,0,,0,,,,,,,0,,,
91,20.5,0.003272252,0,,0,,,,,,,0,,,
91,21.5,0.003277929,0,,0,,,,,,,0,,,
91,22.5,0.003255006,0,,0,,,,,,,0,,,
91,23.5,0.003234243,0,,0,,,,,,,0,,,
91,24.5,0.003237633,0,,0,,,,,,,0,,,
96,0.5,0.003264793,,,,,,,,0,,,,0,0
96,1.5,-0.009681249,,,,,,,,1,,,,0,0
96,2.5,0.003510853,,,,,,,,1,,,,0,0
96,3.5,0.004634199,,,,,,,,1,,,,1,0
96,4.5,0.001662423,,,,,,,,1,,,,1,0
96,5.5,-0.003560918,,,,,,,,1,,,,1,1
96,6.5,0.000886322,,,,,,,,1,,,,1,1
96,7.5,0.001305559,,,,,,,,1,,,,1,1
96,8.5,0.018841043925333353,,,,,,,,0,,,,1,1
96,9.5,0.013737194810666676,,,,,,,,0,,,,1,1
96,10.5,0.001113991,,,,,,,,0,,,,0,1
96,11.5,0.031573569,,,,,,,,0,,,,0,1
96,12.5,-0.007342269,,,,,,,,0,,,,0,0
96,13.5,0.003213395,,,,,,,,0,,,,0,0
96,14.5,0.00322081,,,,,,,,0,,,,0,0
98,0.5,0.003375174,,,,,0,,,0,,,,,0
98,1.5,-0.013531879,,,,,0,,,1,,,,,0
98,2.5,0.003859454,,,,,0,,,1,,,,,0
98,3.5,0.004295979,,,,,1,,,1,,,,,0
98,4.5,0.004260513,,,,,1,,,1,,,,,0
98,5.5,0.00648123,,,,,1,,,1,,,,,0
98,6.5,0.00319259,,,,,1,,,1,,,,,1
98,7.5,0.016728589111666657,,,,,1,,,1,,,,,1
98,8.5,0.008460253,,,,,1,,,0,,,,,1
98,9.5,0.00398886,,,,,1,,,0,,,,,1
98,10.5,0.004677249,,,,,0,,,0,,,,,1
98,11.5,0.003642928,,,,,0,,,0,,,,,0
98,12.5,0.003276827,,,,,0,,,0,,,,,0
98,13.5,0.00332742,,,,,0,,,0,,,,,0
98,14.5,0.003313013,,,,,0,,,0,,,,,0
99,0.5,0.003559496,0,,,,,,,,,,,0,
99,1.5,-0.01307082,0,,,,,,,,,,,0,
99,2.5,0.006045595,0,,,,,,,,,,,1,
99,3.5,0.002697888,1,,,,,,,,,,,1,
99,4.5,0.003776912,1,,,,,,,,,,,1,
99,5.5,0.003952928,1,,,,,,,,,,,1,
99,6.5,0.00513763,1,,,,,,,,,,,1,
99,7.5,0.004022547,0,,,,,,,,,,,1,
99,8.5,0.025144679574666658,0,,,,,,,,,,,1,
99,9.5,-0.00105321,0,,,,,,,,,,,0,
100,0.5,0.003581445,,,,,,0,,0,0,,,,
100,1.5,-0.014439463,,,,,,0,,0,0,,,,
100,2.5,0.004662631,,,,,,0,,1,0,,,,
100,3.5,0.004500046,,,,,,0,,1,0,,,,
100,4.5,0.004761656,,,,,,1,,1,0,,,,
100,5.5,0.004405767,,,,,,1,,1,0,,,,
100,6.5,0.005215554,,,,,,1,,1,0,,,,
100,7.5,0.005267121,,,,,,1,,1,1,,,,
100,8.5,0.005145681,,,,,,1,,1,1,,,,
100,9.5,0.004928393,,,,,,1,,1,1,,,,
100,10.5,0.004756995,,,,,,1,,1,1,,,,
100,11.5,0.016156302,,,,,,1,,1,1,,,,
100,12.5,0.00389492,,,,,,1,,0,1,,,,
100,13.5,0.002046532,,,,,,1,,0,1,,,,
100,14.5,0.003479158,,,,,,0,,0,1,,,,
100,15.5,0.003446997,,,,,,0,,0,1,,,,
100,16.5,0.00221132,,,,,,0,,0,0,,,,
100,17.5,0.003480725,,,,,,0,,0,0,,,,
100,18.5,0.003471403,,,,,,0,,0,0,,,,
100,19.5,0.003443056,,,,,,0,,0,0,,,,
101,0.5,0.003358183,0,,0,,,,,,,0,,,
101,1.5,0.002141151,0,,0,,,,,,,0,,,
101,2.5,0.003283056,0,,0,,,,,,,0,,,
101,3.5,0.00326831,0,,0,,,,,,,0,,,
101,4.5,0.003269963,0,,0,,,,,,,0,,,
101,5.5,0.003254073,0,,0,,,,,,,0,,,
101,6.5,0.003251616,0,,0,,,,,,,0,,,
101,7.5,0.003584835,0,,0,,,,,,,0,,,
101,8.5,0.003348861,0,,0,,,,,,,0,,,
101,9.5,0.003478056,0,,0,,,,,,,0,,,
101,10.5,0.003623225,1,,0,,,,,,,0,,,
101,11.5,0.003721742,1,,0,,,,,,,0,,,
101,12.5,0.003644751,1,,0,,,,,,,0,,,
101,13.5,0.003635768,1,,0,,,,,,,0,,,
101,14.5,0.006851526,1,,1,,,,,,,0,,,
101,15.5,0.004570512,1,,1,,,,,,,0,,,
101,16.5,0.004714961,1,,1,,,,,,,0,,,
101,17.5,0.004598054,1,,1,,,,,,,0,,,
101,18.5,0.00450547,1,,1,,,,,,,0,,,
101,19.5,0.004475258,1,,1,,,,,,,0,,,
101,20.5,0.004291487,1,,1,,,,,,,0,,,
101,21.5,0.004531487,0,,1,,,,,,,0,,,
101,22.5,-0.000426006,0,,1,,,,,,,0,,,
101,23.5,0.003248989,0,,0,,,,,,,0,,,
101,24.5,0.003210133,0,,0,,,,,,,0,,,
106,0.5,0.003400132,0,,,,,,,,,0,,,
106,1.5,0.003536149,0,,,,,,,,,0,,,
106,2.5,0.003290344,0,,,,,,,,,0,,,
106,3.5,0.003267929,0,,,,,,,,,0,,,
106,4.5,0.0032767,0,,,,,,,,,0,,,
106,5.5,0.00330009,0,,,,,,,,,0,,,
106,6.5,0.003300683,0,,,,,,,,,0,,,
106,7.5,0.003071489,0,,,,,,,,,0,,,
106,8.5,0.003380853,0,,,,,,,,,0,,,
106,9.5,0.004776444,0,,,,,,,,,0,,,
106,10.5,0.00190327,1,,,,,,,,,0,,,
106,11.5,0.003514031,1,,,,,,,,,0,,,
106,12.5,0.003508946,1,,,,,,,,,0,,,
106,13.5,0.003552166,1,,,,,,,,,0,,,
106,14.5,0.003561742,1,,,,,,,,,0,,,
106,15.5,0.00354009,1,,,,,,,,,0,,,
106,16.5,0.003636276,1,,,,,,,,,0,,,
106,17.5,0.003368226,1,,,,,,,,,0,,,
106,18.5,0.003734284,0,,,,,,,,,0,,,
106,19.5,0.003304624,0,,,,,,,,,0,,,
106,20.5,0.003298607,0,,,,,,,,,0,,,
106,21.5,0.003328013,0,,,,,,,,,0,,,
106,22.5,0.003349835,0,,,,,,,,,0,,,
106,23.5,0.003316361,0,,,,,,,,,0,,,
106,24.5,0.003322505,0,,,,,,,,,0,,,
107,0.5,0.003375386,,,0,,,,,,,0,,0,
107,1.5,0.003224497,,,0,,,,,,,0,,0,
107,2.5,0.00330081,,,0,,,,,,,0,,0,
107,3.5,0.003317802,,,0,,,,,,,0,,0,
107,4.5,0.0033417,,,0,,,,,,,0,,0,
107,5.5,0.003345514,,,0,,,,,,,0,,0,
107,6.5,0.003311827,,,0,,,,,,,0,,0,
107,7.5,0.003077167,,,0,,,,,,,0,,0,
107,8.5,0.003329412,,,0,,,,,,,0,,0,
107,9.5,0.003301404,,,0,,,,,,,0,,0,
107,10.5,-0.00319452,,,1,,,,,,,0,,0,
107,11.5,0.004045174,,,1,,,,,,,0,,0,
107,12.5,0.003985937,,,1,,,,,,,0,,0,
107,13.5,-0.008069005,,,1,,,,,,,0,,0,
107,14.5,0.006379323,,,1,,,,,,,0,,1,
107,15.5,0.00358992,,,1,,,,,,,0,,1,
107,16.5,0.004037589,,,1,,,,,,,0,,1,
107,17.5,0.003543649,,,1,,,,,,,0,,1,
107,18.5,0.003648056,,,1,,,,,,,0,,1,
107,19.5,0.012163001975999971,,,0,,,,,,,0,,1,
107,20.5,0.019812483300333295,,,0,,,,,,,0,,1,
107,21.5,-0.000165838,,,0,,,,,,,0,,0,
107,22.5,0.003314454,,,0,,,,,,,0,,0,
107,23.5,0.003282335,,,0,,,,,,,0,,0,
107,24.5,0.00327492,,,0,,,,,,,0,,0,
108,0.5,0.003367632,,,,,,,,0,,,,0,0
108,1.5,-0.009531376,,,,,,,,1,,,,0,0
108,2.5,0.009598895,,,,,,,,1,,,,0,0
108,3.5,0.004567461,,,,,,,,1,,,,0,1
108,4.5,0.012391010196666767,,,,,,,,1,,,,0,1
108,5.5,0.002788481,,,,,,,,1,,,,1,1
108,6.5,0.005210766,,,,,,,,1,,,,1,1
108,7.5,0.019340831379666776,,,,,,,,1,,,,1,1
108,8.5,-0.001479946,,,,,,,,0,,,,1,1
108,9.5,0.004315385,,,,,,,,0,,,,1,0
108,10.5,-0.003381003,,,,,,,,0,,,,1,0
108,11.5,0.003568776,,,,,,,,0,,,,0,0
108,12.5,0.003290513,,,,,,,,0,,,,0,0
108,13.5,0.003239793,,,,,,,,0,,,,0,0
108,14.5,0.003234835,,,,,,,,0,,,,0,0
109,0.5,0.00327759,,,0,,,,,,,,0,0,
109,1.5,0.001491999,,,0,,,,,,,,1,0,
109,2.5,0.003435853,,,0,,,,,,,,1,0,
109,3.5,0.009014913,,,0,,,,,,,,1,0,
109,4.5,-0.005197017,,,1,,,,,,,,1,0,
109,5.5,0.003061616,,,1,,,,,,,,1,0,
109,6.5,0.003134963,,,1,,,,,,,,1,0,
109,7.5,-0.008675699,,,1,,,,,,,,1,1,
109,8.5,0.003262844,,,1,,,,,,,,1,1,
109,9.5,0.003126997,,,1,,,,,,,,1,1,
109,10.5,0.00316437,,,1,,,,,,,,0,1,
109,11.5,0.014053168984666641,,,1,,,,,,,,0,1,
109,12.5,0.003977038,,,0,,,,,,,,0,1,
109,13.5,0.017669350520999997,,,0,,,,,,,,0,1,
109,14.5,0.003267124,,,0,,,,,,,,0,0,
110,0.5,0.003589496,0,,,,0,,,,,,,,
110,1.5,0.003945555,0,,,,0,,,,,,,,
110,2.5,0.003380471,0,,,,1,,,,,,,,
110,3.5,0.00331437,1,,,,1,,,,,,,,
110,4.5,0.003725471,1,,,,1,,,,,,,,
110,5.5,0.003523522,1,,,,1,,,,,,,,
110,6.5,0.003894411,0,,,,1,,,,,,,,
110,7.5,0.004304411,0,,,,1,,,,,,,,
110,8.5,0.003514496,0,,,,0,,,,,,,,
110,9.5,0.0034992,0,,,,0,,,,,,,,
111,0.5,0.003594581,0,,,,,,,,,,,0,
111,1.5,0.018760408314666615,0,,,,,,,,,,,1,
111,2.5,0.006808094,0,,,,,,,,,,,1,
111,3.5,0.003272209,1,,,,,,,,,,,1,
111,4.5,0.004011403,1,,,,,,,,,,,1,
111,5.5,0.003994072,1,,,,,,,,,,,1,
111,6.5,-0.009327308,1,,,,,,,,,,,1,
111,7.5,0.003636997,1,,,,,,,,,,,0,
111,8.5,0.002297083,0,,,,,,,,,,,0,
111,9.5,0.003566064,0,,,,,,,,,,,0,
116,0.5,0.003362801,,,,,,,,0,0,,,0,
116,1.5,-0.014331285,,,,,,,,1,0,,,0,
116,2.5,0.003900386,,,,,,,,1,0,,,0,
116,3.5,0.002967125,,,,,,,,1,0,,,0,
116,4.5,0.004358182,,,,,,,,1,1,,,0,
116,5.5,0.004413902,,,,,,,,1,1,,,0,
116,6.5,-0.010089002,,,,,,,,1,1,,,1,
116,7.5,0.006711696,,,,,,,,1,1,,,1,
116,8.5,0.006799662,,,,,,,,1,1,,,1,
116,9.5,0.024247180746666645,,,,,,,,0,1,,,1,
116,10.5,0.006681823,,,,,,,,0,1,,,1,
116,11.5,0.006314789,,,,,,,,0,0,,,1,
116,12.5,0.00235293,,,,,,,,0,0,,,0,
116,13.5,0.003318225,,,,,,,,0,0,,,0,
116,14.5,0.003282123,,,,,,,,0,0,,,0,
117,0.5,0.003484411,0,,,0,,,,,,,,,0
117,1.5,0.003709793,0,,,1,,,,,,,,,0
117,2.5,0.003360472,0,,,1,,,,,,,,,0
117,3.5,-0.006016423,0,,,1,,,,,,,,,0
117,4.5,0.006223561,0,,,1,,,,,,,,,1
117,5.5,0.005273647,0,,,1,,,,,,,,,1
117,6.5,0.006544027,1,,,1,,,,,,,,,1
117,7.5,0.006763052,1,,,1,,,,,,,,,1
117,8.5,0.006707713,1,,,0,,,,,,,,,1
117,9.5,0.003438098,1,,,0,,,,,,,,,1
117,10.5,0.00379831,1,,,0,,,,,,,,,0
117,11.5,0.003335386,0,,,0,,,,,,,,,0
117,12.5,0.003405301,0,,,0,,,,,,,,,0
117,13.5,0.003408395,0,,,0,,,,,,,,,0
117,14.5,0.003402844,0,,,0,,,,,,,,,0
118,0.5,0.003019963,,,0,0,0,,,,,,,,
118,1.5,0.003695894,,,0,0,1,,,,,,,,
118,2.5,0.003061362,,,0,0,1,,,,,,,,
118,3.5,0.003241658,,,0,1,1,,,,,,,,
118,4.5,0.003163268,,,0,1,1,,,,,,,,
118,5.5,0.009480633,,,0,1,1,,,,,,,,
118,6.5,0.00317865,,,1,1,1,,,,,,,,
118,7.5,0.002184244,,,1,1,1,,,,,,,,
118,8.5,0.003371065,,,1,1,0,,,,,,,,
118,9.5,0.003397802,,,1,0,0,,,,,,,,
118,10.5,0.00347742,,,1,0,0,,,,,,,,
118,11.5,-0.002608165,,,0,0,0,,,,,,,,
118,12.5,0.002939327,,,0,0,0,,,,,,,,
118,13.5,0.002954497,,,0,0,0,,,,,,,,
118,14.5,0.002972336,,,0,0,0,,,,,,,,
119,0.5,0.003457208,0,,,,,,,,0,0,,,
119,1.5,0.003595132,0,,,,,,,,0,0,,,
119,2.5,0.003240132,0,,,,,,,,0,0,,,
119,3.5,0.003361658,0,,,,,,,,0,0,,,
119,4.5,0.003349963,0,,,,,,,,0,0,,,
119,5.5,0.003324751,0,,,,,,,,0,0,,,
119,6.5,0.003345768,0,,,,,,,,0,0,,,
119,7.5,0.003327547,0,,,,,,,,0,0,,,
119,8.5,0.003151065,0,,,,,,,,0,0,,,
119,9.5,0.00173916,0,,,,,,,,0,0,,,
119,10.5,0.003463734,0,,,,,,,,1,0,,,
119,11.5,0.002609244,0,,,,,,,,1,0,,,
119,12.5,0.003777166,1,,,,,,,,1,0,,,
119,13.5,0.003770386,1,,,,,,,,1,0,,,
119,14.5,0.003710471,1,,,,,,,,1,0,,,
119,15.5,0.003933055,1,,,,,,,,1,0,,,
119,16.5,0.003440768,1,,,,,,,,1,0,,,
119,17.5,0.0045978,1,,,,,,,,0,0,,,
119,18.5,0.004267165,1,,,,,,,,0,0,,,
119,19.5,0.003338776,0,,,,,,,,0,0,,,
119,20.5,0.003328395,0,,,,,,,,0,0,,,
119,21.5,0.003314369,0,,,,,,,,0,0,,,
119,22.5,0.003325725,0,,,,,,,,0,0,,,
119,23.5,0.003332844,0,,,,,,,,0,0,,,
119,24.5,0.003354242,0,,,,,,,,0,0,,,
122,0.5,0.003871614,,,,,,0,,,,,,0,
122,1.5,-0.009596079,,,,,,0,,,,,,0,
122,2.5,0.016542445282333323,,,,,,1,,,,,,0,
122,3.5,0.004180809,,,,,,1,,,,,,0,
122,4.5,0.004010428,,,,,,1,,,,,,0,
122,5.5,0.004051657,,,,,,1,,,,,,0,
122,6.5,0.004085428,,,,,,1,,,,,,0,
122,7.5,-0.010871374,,,,,,1,,,,,,0,
122,8.5,0.008766566,,,,,,1,,,,,,1,
122,9.5,0.005030808,,,,,,1,,,,,,1,
122,10.5,0.005070808,,,,,,1,,,,,,1,
122,11.5,0.005062842,,,,,,1,,,,,,1,
122,12.5,0.006150722,,,,,,1,,,,,,1,
122,13.5,0.005075384,,,,,,0,,,,,,1,
122,14.5,0.016288378,,,,,,0,,,,,,1,
123,0.5,0.003566064,,,0,,,0,,0,,,,,
123,1.5,0.017550409721333336,,,0,,,0,,0,,,,,
123,2.5,0.004541572,,,1,,,0,,0,,,,,
123,3.5,0.004482673,,,1,,,0,,0,,,,,
123,4.5,0.018065578878999976,,,1,,,1,,0,,,,,
123,5.5,-0.006236041,,,1,,,1,,0,,,,,
123,6.5,0.00427975,,,1,,,1,,0,,,,,
123,7.5,0.004230979,,,1,,,1,,0,,,,,
123,8.5,-0.011177857,,,1,,,1,,1,,,,,
123,9.5,0.00442636,,,1,,,1,,1,,,,,
123,10.5,0.004252885,,,1,,,1,,1,,,,,
123,11.5,-0.00728498,,,1,,,1,,1,,,,,
123,12.5,0.004369792,,,0,,,1,,1,,,,,
123,13.5,0.004348902,,,0,,,1,,1,,,,,
123,14.5,0.001454711,,,0,,,0,,1,,,,,
123,15.5,0.003842886,,,0,,,0,,1,,,,,
123,16.5,0.014926176200666668,,,0,,,0,,0,,,,,
123,17.5,0.003487886,,,0,,,0,,0,,,,,
123,18.5,0.003468649,,,0,,,0,,0,,,,,
123,19.5,0.003468267,,,0,,,0,,0,,,,,
124,0.5,0.003402717,,,,,0,,,0,,,,,0
124,1.5,0.014107448385333312,,,,,0,,,0,,,,,1
124,2.5,0.005848222,,,,,0,,,0,,,,,1
124,3.5,0.00697339,,,,,1,,,0,,,,,1
124,4.5,0.005493986,,,,,1,,,0,,,,,1
124,5.5,-0.010591756,,,,,1,,,1,,,,,1
124,6.5,0.005889917,,,,,1,,,1,,,,,1
124,7.5,-0.010974848,,,,,1,,,1,,,,,0
124,8.5,0.004178097,,,,,1,,,1,,,,,0
124,9.5,0.002033566,,,,,0,,,1,,,,,0
124,10.5,0.013746601617333336,,,,,0,,,1,,,,,0
124,11.5,0.003362547,,,,,0,,,0,,,,,0
124,12.5,0.003313564,,,,,0,,,0,,,,,0
124,13.5,0.003328013,,,,,0,,,0,,,,,0
124,14.5,0.003312632,,,,,0,,,0,,,,,0
125,0.5,0.003374539,,,,0,0,,,,0,,,,
125,1.5,0.006948432,,,,0,0,,,,0,,,,
125,2.5,0.003484666,,,,0,0,,,,1,,,,
125,3.5,0.004375385,,,,0,0,,,,1,,,,
125,4.5,0.003565895,,,,0,1,,,,1,,,,
125,5.5,0.003139031,,,,0,1,,,,1,,,,
125,6.5,0.003565302,,,,1,1,,,,1,,,,
125,7.5,0.003563734,,,,1,1,,,,1,,,,
125,8.5,0.002625472,,,,1,1,,,,0,,,,
125,9.5,0.00215327,,,,1,1,,,,0,,,,
125,10.5,0.003199497,,,,1,0,,,,0,,,,
125,11.5,0.00318026,,,,1,0,,,,0,,,,
125,12.5,0.003304878,,,,0,0,,,,0,,,,
125,13.5,0.003336276,,,,0,0,,,,0,,,,
125,14.5,0.003314157,,,,0,0,,,,0,,,,
132,0.5,0.00364064,,,,,,0,,,0,,0,,
132,1.5,0.003615598,,,,,,0,,,0,,0,,
132,2.5,0.003534284,,,,,,0,,,0,,0,,
132,3.5,0.00361903,,,,,,0,,,1,,0,,
132,4.5,0.007197077,,,,,,0,,,1,,0,,
132,5.5,0.00272543,,,,,,0,,,1,,1,,
132,6.5,0.003584836,,,,,,0,,,1,,1,,
132,7.5,0.003652802,,,,,,0,,,1,,1,,
132,8.5,-0.003634519,,,,,,1,,,1,,1,,
132,9.5,0.012073807219333323,,,,,,1,,,1,,1,,
132,10.5,0.004017293,,,,,,1,,,1,,1,,
132,11.5,0.004038479,,,,,,1,,,1,,1,,
132,12.5,0.004956613,,,,,,1,,,0,,1,,
132,13.5,0.003795513,,,,,,1,,,0,,1,,
132,14.5,0.00399975,,,,,,1,,,0,,0,,
132,15.5,0.003710344,,,,,,1,,,0,,0,,
132,16.5,0.004980935,,,,,,1,,,0,,0,,
132,17.5,0.003521572,,,,,,0,,,0,,0,,
132,18.5,0.003506106,,,,,,0,,,0,,0,,
132,19.5,0.003502759,,,,,,0,,,0,,0,,
133,0.5,0.003422462,,,,,,,,,,,0,0,0
133,1.5,-0.009188029,,,,,,,,,,,0,0,1
133,2.5,0.006721399,,,,,,,,,,,1,0,1
133,3.5,0.006987585,,,,,,,,,,,1,0,1
133,4.5,0.007319195,,,,,,,,,,,1,0,1
133,5.5,0.010847199,,,,,,,,,,,1,1,1
133,6.5,0.010474529697666693,,,,,,,,,,,1,1,1
133,7.5,0.005826739,,,,,,,,,,,1,1,0
133,8.5,0.006236146,,,,,,,,,,,1,1,0
133,9.5,0.005965892,,,,,,,,,,,0,1,0
133,10.5,0.005699028,,,,,,,,,,,0,1,0
133,11.5,-0.00717121,,,,,,,,,,,0,0,0
133,12.5,0.00334475,,,,,,,,,,,0,0,0
133,13.5,0.003321276,,,,,,,,,,,0,0,0
133,14.5,0.003297547,,,,,,,,,,,0,0,0
134,0.5,0.003516149,0,,,,,,,0,0,,,,
134,1.5,0.005466909,0,,,,,,,0,1,,,,
134,2.5,0.003581827,0,,,,,,,0,1,,,,
134,3.5,0.003544751,0,,,,,,,0,1,,,,
134,4.5,-0.011280187,0,,,,,,,1,1,,,,
134,5.5,0.004652631,0,,,,,,,1,1,,,,
134,6.5,0.005894451,1,,,,,,,1,1,,,,
134,7.5,0.004005089,1,,,,,,,1,1,,,,
134,8.5,0.00397475,1,,,,,,,1,1,,,,
134,9.5,0.002820769,1,,,,,,,1,0,,,,
134,10.5,0.016015454522666672,1,,,,,,,1,0,,,,
134,11.5,0.003431149,1,,,,,,,0,0,,,,
134,12.5,0.002793396,0,,,,,,,0,0,,,,
134,13.5,0.003421064,0,,,,,,,0,0,,,,
134,14.5,0.003407971,0,,,,,,,0,0,,,,
135,0.5,0.003387293,,,0,,0,,,0,,,,,
135,1.5,0.005960086,,,0,,0,,,0,,,,,
135,2.5,0.00383331,,,1,,0,,,0,,,,,
135,3.5,-0.016248782,,,1,,0,,,0,,,,,
135,4.5,0.00418458,,,1,,0,,,1,,,,,
135,5.5,0.003837081,,,1,,0,,,1,,,,,
135,6.5,0.003810132,,,1,,1,,,1,,,,,
135,7.5,0.003876572,,,1,,1,,,1,,,,,
135,8.5,0.003884242,,,1,,1,,,1,,,,,
135,9.5,0.001142763,,,0,,1,,,1,,,,,
135,10.5,0.018477781694666667,,,0,,1,,,0,,,,,
135,11.5,0.003323353,,,0,,1,,,0,,,,,
135,12.5,0.003564242,,,0,,0,,,0,,,,,
135,13.5,0.003300174,,,0,,0,,,0,,,,,
135,14.5,0.003269496,,,0,,0,,,0,,,,,
140,0.5,0.003531403,,,,,,0,,,0,0,,,
140,1.5,0.004986062,,,,,,0,,,1,0,,,
140,2.5,0.00350581,,,,,,0,,,1,0,,,
140,3.5,0.002882209,,,,,,0,,,1,0,,,
140,4.5,0.003462463,,,,,,0,,,1,0,,,
140,5.5,0.00341848,,,,,,0,,,1,0,,,
140,6.5,0.003448777,,,,,,0,,,1,0,,,
140,7.5,0.003442929,,,,,,0,,,1,0,,,
140,8.5,0.003441065,,,,,,0,,,1,0,,,
140,9.5,0.003644793,,,,,,0,,,1,0,,,
140,10.5,0.003567166,,,,,,0,,,1,0,,,
140,11.5,0.003588056,,,,,,0,,,1,0,,,
140,12.5,0.002018439,,,,,,1,,,1,0,,,
140,13.5,0.005029113,,,,,,1,,,1,0,,,
140,14.5,0.003981572,,,,,,1,,,1,0,,,
140,15.5,0.004162038,,,,,,1,,,0,0,,,
140,16.5,0.003919411,,,,,,1,,,0,0,,,
140,17.5,0.003594666,,,,,,1,,,0,0,,,
140,18.5,0.004519665,,,,,,1,,,0,0,,,
140,19.5,0.003439454,,,,,,0,,,0,0,,,
141,0.5,0.00343225,0,,,,,,,,,,0,,0
141,1.5,0.004783393,0,,,,,,,,,,0,,0
141,2.5,0.003513776,1,,,,,,,,,,0,,0
141,3.5,0.003530598,1,,,,,,,,,,0,,0
141,4.5,0.004318182,1,,,,,,,,,,1,,0
141,5.5,0.003515641,1,,,,,,,,,,1,,0
