file,t_sec,P,y_Microwave_Consul_17_liters_CMS18BBHNA_127V_1200W_standby_4_5W__A0,y_LED_Lamp_Tashibra_TKl_06_127V_6W__B0,y_3_Speed_Fan_Mondial_V_45_127V_80W__K0,y_LED_monitor_AOC_m2470swd2_127V_26W_standby_0_5W__F0,y_Unknown_A1__A1,y_Universal_Charger_LVSUN_LS_PAB70_100V_240V_70W__J0,y_CRT_Monitor_Sony_CPD_17SF1_127V_216W_standby_10W__C0,y_Resistor_Ohmtec_200ohms_400W__L0,y_Hair_Dryer_GA_MA_Italy_Eleganza_2200_127V_1900W__V0,y_LED_Panel_Citiiaqua_DL_500_127V_13W__D0,y_Oil_Heater_Pelonis_NYLA_7_127V_1500W__Q0,y_Soldering_Smoke_Extractor_Toyo_TS_153_127V_23W__E0,y_Hair_Dryer_Super_4_0_SL_S04_127V_2000W__W0,y_Phone_Charger_Motorola_SA_390M_127V_50W__I0,y_Hair_Dryer_Parlux_330_BR_1_127V_2100W__Y0,y_Oil_Heater_Pelonis_NYLA_7_127V_1500W__R0,y_Soldering_Station_Weller_WLC100_127V_40W__H0,y_2_Speed_Impact_Drill_Bosch_47CV_127V_350W__O0,y_Phone_Charger_Asus_AD2037020_110V_240V_38W__G0,y_Hair_Dryer_Super_4_0_SL_S04_127V_2000W__X0,y_Incandescent_Lamp_Osram_Centra_A_CL_100_127V_100W__N0,y_Fan_Heater_Nilko_NK565_127V_1500W__T0,y_Microwave_Consul_CMS18BBHNA_127V_1200W__S0,y_2_Speed_Impact_Drill_Bosch_47CV_127V_350W__P0,y_AC_Adapter_Charger_Sony_PCG_61112L_127V_92W__M0,y_Hair_Dryer_GA_MA_Italy_Eleganza_2200_127V_1900W__U0,y_Hair_Dryer_Parlux_330_BR_1_127V_2100W__Z0,y_Unknown_B1__B1
Matlab_Data\Simulated\Sim_Ideal\4\4A1E0V0P0\Waveform40011.mat,5,1952.128664,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4A1E0V0P0\Waveform40012.mat,0,807.3006873,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4A1E0V0P0\Waveform40012.mat,5,1951.983915,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4A1E0V0P0\Waveform40013.mat,0,807.3862687,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4A1E0V0P0\Waveform40013.mat,5,1952.518995,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4A1E0V0P0\Waveform40014.mat,0,808.4865183,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4A1E0V0P0\Waveform40014.mat,5,1952.146479,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4B0R0O0S0\Waveform40015.mat,0,609.7088938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4B0R0O0S0\Waveform40015.mat,5,1526.418091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4B0R0O0S0\Waveform40016.mat,0,609.7088938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4B0R0O0S0\Waveform40016.mat,5,1526.418091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4B0R0O0S0\Waveform40017.mat,0,608.9585247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4B0R0O0S0\Waveform40017.mat,5,1526.440019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4B0R0O0S0\Waveform40018.mat,0,608.5516211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4B0R0O0S0\Waveform40018.mat,5,1526.440019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4B0R0O0S0\Waveform40019.mat,0,609.230613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4B0R0O0S0\Waveform40019.mat,5,1526.418091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4C0P0R0N0\Waveform40020.mat,0,451.484922,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4C0P0R0N0\Waveform40020.mat,5,1593.137847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4C0P0R0N0\Waveform40021.mat,0,451.5317787,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4C0P0R0N0\Waveform40021.mat,5,1592.520372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4C0P0R0N0\Waveform40022.mat,0,450.9403843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4C0P0R0N0\Waveform40022.mat,5,1592.449614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4C0P0R0N0\Waveform40023.mat,0,450.8927798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4C0P0R0N0\Waveform40023.mat,5,1593.641782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4C0P0R0N0\Waveform40024.mat,0,451.2177079,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4C0P0R0N0\Waveform40024.mat,5,1592.555347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4D0B0W0L0\Waveform40025.mat,0,195.3225364,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4D0B0W0L0\Waveform40025.mat,5,1813.05555,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4D0B0W0L0\Waveform40026.mat,0,195.1807465,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4D0B0W0L0\Waveform40026.mat,5,1812.403349,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4D0B0W0L0\Waveform40027.mat,0,194.8362311,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4D0B0W0L0\Waveform40027.mat,5,1810.57267,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4D0B0W0L0\Waveform40028.mat,0,194.8487497,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4D0B0W0L0\Waveform40028.mat,5,1813.1466,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4D0B0W0L0\Waveform40029.mat,0,195.0482968,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4D0B0W0L0\Waveform40029.mat,5,1812.433373,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4F0T0G0W0\Waveform40030.mat,0,283.9951017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4F0T0G0W0\Waveform40030.mat,5,610.0034506,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4F0T0G0W0\Waveform40031.mat,0,283.9951017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4F0T0G0W0\Waveform40031.mat,5,610.0034506,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4F0T0G0W0\Waveform40032.mat,0,284.2448613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4F0T0G0W0\Waveform40032.mat,5,610.0540754,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4F0T0G0W0\Waveform40033.mat,0,283.8727803,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4F0T0G0W0\Waveform40033.mat,5,609.7105313,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4F0T0G0W0\Waveform40034.mat,0,284.1125044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4F0T0G0W0\Waveform40034.mat,5,610.0185032,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0D0O0L0\Waveform40035.mat,0,249.1309008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0D0O0L0\Waveform40035.mat,5,2099.265818,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0D0O0L0\Waveform40036.mat,0,249.0818386,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0D0O0L0\Waveform40036.mat,5,2097.55611,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0D0O0L0\Waveform40037.mat,0,248.3904361,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0D0O0L0\Waveform40037.mat,5,2096.764982,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0D0O0L0\Waveform40038.mat,0,247.9902852,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0D0O0L0\Waveform40038.mat,5,2099.421606,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0D0O0L0\Waveform40039.mat,0,248.4026236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0D0O0L0\Waveform40039.mat,5,2097.603679,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0L0R0I0\Waveform40040.mat,0,1203.499954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0L0R0I0\Waveform40040.mat,5,7919.431129,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0L0R0I0\Waveform40041.mat,0,1203.381795,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0L0R0I0\Waveform40041.mat,5,7912.824525,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0L0R0I0\Waveform40042.mat,0,1200.658648,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0L0R0I0\Waveform40042.mat,5,7909.95898,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0L0R0I0\Waveform40043.mat,0,1200.658628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0L0R0I0\Waveform40043.mat,5,7920.747979,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0L0R0I0\Waveform40044.mat,0,1202.032733,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0L0R0I0\Waveform40044.mat,5,7914.174626,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0X0Q0T0\Waveform40045.mat,0,313.0094189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0X0Q0T0\Waveform40045.mat,5,1250.81415,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0X0Q0T0\Waveform40046.mat,0,313.0094189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0X0Q0T0\Waveform40046.mat,5,1250.81415,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0X0Q0T0\Waveform40047.mat,0,313.0212944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0X0Q0T0\Waveform40047.mat,5,1250.504455,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0X0Q0T0\Waveform40048.mat,0,313.0212944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0X0Q0T0\Waveform40048.mat,5,1250.504455,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0X0Q0T0\Waveform40049.mat,0,313.0094189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4G0X0Q0T0\Waveform40049.mat,5,1250.81415,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0K0T0J0\Waveform40050.mat,0,1407.138983,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0K0T0J0\Waveform40050.mat,5,4943.341273,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0K0T0J0\Waveform40051.mat,0,1406.862344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0K0T0J0\Waveform40051.mat,5,4939.630202,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0K0T0J0\Waveform40052.mat,0,1403.458691,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0K0T0J0\Waveform40052.mat,5,4940.079991,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0K0T0J0\Waveform40053.mat,0,1403.458691,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0K0T0J0\Waveform40053.mat,5,4945.47643,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0K0T0J0\Waveform40054.mat,0,1405.175331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0K0T0J0\Waveform40054.mat,5,4941.317914,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0Q0P0N0\Waveform40055.mat,0,621.0096811,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0Q0P0N0\Waveform40055.mat,5,1561.083803,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0Q0P0N0\Waveform40056.mat,0,621.0096811,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0Q0P0N0\Waveform40056.mat,5,1560.353988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0Q0P0N0\Waveform40057.mat,0,620.763903,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0Q0P0N0\Waveform40057.mat,5,1559.870127,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0Q0P0N0\Waveform40058.mat,0,620.7289582,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0Q0P0N0\Waveform40058.mat,5,1561.17315,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0Q0P0N0\Waveform40059.mat,0,620.6956105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0Q0P0N0\Waveform40059.mat,5,1560.353988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0X0E0B1\Waveform40060.mat,0,135.9354867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0X0E0B1\Waveform40060.mat,5,257.5072686,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Matlab_Data\Simulated\Sim_Ideal\4\4H0X0E0B1\Waveform40061.mat,0,135.9354867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0X0E0B1\Waveform40061.mat,5,257.2390885,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Matlab_Data\Simulated\Sim_Ideal\4\4H0X0E0B1\Waveform40062.mat,0,136.1996049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0X0E0B1\Waveform40062.mat,5,257.1389631,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Matlab_Data\Simulated\Sim_Ideal\4\4H0X0E0B1\Waveform40063.mat,0,135.9587124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0X0E0B1\Waveform40063.mat,5,257.5650944,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Matlab_Data\Simulated\Sim_Ideal\4\4H0X0E0B1\Waveform40064.mat,0,136.2349985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4H0X0E0B1\Waveform40064.mat,5,257.5463549,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Matlab_Data\Simulated\Sim_Ideal\4\4L0B0Q0Z0\Waveform40065.mat,0,1754.77137,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4L0B0Q0Z0\Waveform40065.mat,5,2215.861418,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Ideal\4\4L0B0Q0Z0\Waveform40066.mat,0,1754.768943,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4L0B0Q0Z0\Waveform40066.mat,5,2214.551498,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Ideal\4\4L0B0Q0Z0\Waveform40067.mat,0,1753.028314,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4L0B0Q0Z0\Waveform40067.mat,5,2214.463657,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Ideal\4\4L0B0Q0Z0\Waveform40068.mat,0,1753.028309,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4L0B0Q0Z0\Waveform40068.mat,5,2217.146501,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Ideal\4\4L0B0Q0Z0\Waveform40069.mat,0,1754.634833,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4L0B0Q0Z0\Waveform40069.mat,5,2214.582628,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Ideal\4\4M0A0I0K0\Waveform40070.mat,0,3065.881845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4M0A0I0K0\Waveform40070.mat,5,8940.566835,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Ideal\4\4M0A0I0K0\Waveform40071.mat,0,3065.773232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
