file,t_sec,P,y_A0,y_B0,y_C0,y_D0,y_E0,y_F0,y_G0,y_H0,y_I0,y_J0,y_K0,y_L0,y_M0,y_N0,y_O0,y_P0,y_Q0,y_R0,y_S0,y_T0,y_U0,y_V0,y_W0,y_X0,y_Y0,y_Z0
Matlab_Data\Synthetic\1\1L0\Waveform10177.mat,0,48.4956774052404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10177.mat,5,80.9347566693005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10177.mat,10,81.0437724847409,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10177.mat,15,32.8396394172905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10177.mat,20,-0.00303320260874318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10177.mat,25,-0.00242430373651356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10178.mat,0,48.5249407417657,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10178.mat,5,80.9918395881738,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10178.mat,10,80.9593394970723,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10178.mat,15,33.2201903880101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10178.mat,20,-0.00228114640791761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10178.mat,25,-0.00268301262331358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10179.mat,0,48.8824671951003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10179.mat,5,81.5785186920406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10179.mat,10,81.3288677419184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10179.mat,15,33.3883071080843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10179.mat,20,-0.00446393834467207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10179.mat,25,-0.00256858083308518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10180.mat,0,48.5016291571412,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10180.mat,5,81.2078981211207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10180.mat,10,81.137198935943,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10180.mat,15,33.5611755711504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10180.mat,20,-0.00376093951266646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10180.mat,25,-0.00354168044614727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10181.mat,0,48.4570478134843,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10181.mat,5,81.3072117175566,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10181.mat,10,81.4040219619195,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10181.mat,15,33.3672294848489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10181.mat,20,-0.00250840468414915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10181.mat,25,-0.00400278208399563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10182.mat,0,48.5675679173327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10182.mat,5,81.4598073974469,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10182.mat,10,81.644317159567,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10182.mat,15,33.6731480383404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10182.mat,20,-0.0051554269329604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10182.mat,25,-0.00423744782263528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10183.mat,0,48.4503188879848,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10183.mat,5,81.5118171574358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10183.mat,10,81.6005269061907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10183.mat,15,33.6349700741961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10183.mat,20,-0.00386305688976413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10183.mat,25,-0.00409800181174728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10184.mat,0,48.5917506541302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10184.mat,5,81.4325618372948,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10184.mat,10,81.4953815459994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10184.mat,15,33.5516577709519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10184.mat,20,-0.00395627378048611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10184.mat,25,-0.00164729097245802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10185.mat,0,48.3148962398492,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10185.mat,5,81.071103538723,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10185.mat,10,81.1515679473018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10185.mat,15,33.4228308141338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10185.mat,20,-0.0030090077305048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10185.mat,25,-0.00180424966894912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10186.mat,0,48.2033676529333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10186.mat,5,80.8842771830136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10186.mat,10,80.935266655335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10186.mat,15,33.6112049137461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10186.mat,20,-0.00490322726650667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10186.mat,25,-0.00407601612344465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10187.mat,0,48.3758296553966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10187.mat,5,81.297515843904,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10187.mat,10,81.2171382188597,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10187.mat,15,33.3944584669726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10187.mat,20,-0.00357763137082933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10187.mat,25,-0.004767104144327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10188.mat,0,48.418377788697,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10188.mat,5,81.24318672277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10188.mat,10,81.3235179973086,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10188.mat,15,33.581156337652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10188.mat,20,-0.0037490226323401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10188.mat,25,-0.00429441639772231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10189.mat,0,48.4852932141583,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10189.mat,5,81.3123177836602,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10189.mat,10,81.2508330356318,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10189.mat,15,33.4120579785955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10189.mat,20,-0.00417432811018589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10189.mat,25,-0.00520390165828085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10190.mat,0,48.3985375545935,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10190.mat,5,81.2898292042215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10190.mat,10,81.3256565599282,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10190.mat,15,33.542509858338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10190.mat,20,-0.00409481244550767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10190.mat,25,-0.00390605415926865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10191.mat,0,48.5472466108785,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10191.mat,5,81.3063400130846,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10191.mat,10,81.35747329214,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10191.mat,15,33.5047702818389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10191.mat,20,-0.00369541032657848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1L0\Waveform10191.mat,25,-0.00415234545648487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10192.mat,0,11.5074514868566,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10192.mat,5,36.9112843183213,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10192.mat,10,37.639379028084,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10192.mat,15,15.0480191377704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10192.mat,20,-0.00291529702901093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10192.mat,25,-0.00311539807767145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10193.mat,0,13.1350527643526,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10193.mat,5,37.3273978743208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10193.mat,10,37.2919302731633,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10193.mat,15,15.2373045241876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10193.mat,20,-0.00427090278124305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10193.mat,25,-0.00223571285779284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10194.mat,0,12.2209467019632,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10194.mat,5,36.3058435489525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10194.mat,10,36.6359059797264,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10194.mat,15,14.3107961812571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10194.mat,20,-0.00256377250348174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10194.mat,25,-0.00432698009396632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10195.mat,0,13.2127001812622,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10195.mat,5,36.4037913280772,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10195.mat,10,36.1569967757182,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10195.mat,15,16.2738823594123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10195.mat,20,-0.00539570358239816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10195.mat,25,-0.00422973879255068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10196.mat,0,12.6897294241245,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10196.mat,5,37.2133280887755,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10196.mat,10,37.069966432102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10196.mat,15,15.247291241335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10196.mat,20,-0.00317228567876818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10196.mat,25,-0.00115295329968487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10197.mat,0,13.7053084486458,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10197.mat,5,37.2747254603089,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10197.mat,10,37.2503868753107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10197.mat,15,14.8566857240511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10197.mat,20,0.00102474692852575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10197.mat,25,-0.00338693843516067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10198.mat,0,12.6382718265858,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10198.mat,5,36.1801045728564,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10198.mat,10,35.9131876873433,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10198.mat,15,14.7995101960211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10198.mat,20,-0.00155296119566022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10198.mat,25,-0.00354227272533605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10199.mat,0,12.2233855360354,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10199.mat,5,37.3719730565265,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10199.mat,10,36.7933785472569,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10199.mat,15,15.0787310961946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10199.mat,20,-0.00513181073997096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10199.mat,25,-0.00079483262499968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10200.mat,0,13.3255241316916,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10200.mat,5,37.3981896154139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10200.mat,10,37.1301746485261,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10200.mat,15,15.1422899287055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10200.mat,20,-0.00382146729448548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10200.mat,25,-0.00416794928162433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10201.mat,0,12.359071163532,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10201.mat,5,36.4472227982891,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10201.mat,10,36.3580746839341,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10201.mat,15,14.8252873777122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Synthetic\1\1M0\Waveform10201.mat,20,0.0050246517767279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
