file,t_sec,P
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,505,163.3148651123047
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,510,163.3202362060547
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,515,162.13365173339844
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,520,161.86581420898438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,525,162.0285645
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,530,162.04293823242188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,535,162.0380859
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,540,161.9759979248047
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,545,162.02098083496094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,550,161.9703826904297
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,555,161.8624267578125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,560,161.94505310058594
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,565,162.04409790039062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,570,161.93389892578125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,575,161.9191436767578
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,580,161.9684295654297
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,585,161.8816680908203
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,590,161.83340454101562
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,595,162.01536560058594
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,600,161.8303223
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,605,161.78091430664062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,610,161.7080535888672
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,615,161.70114135742188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,620,161.87899780273438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,625,161.9796905517578
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,630,161.9314422607422
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,635,161.81265258789062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,640,161.85870361328125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,645,161.7954559326172
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,650,161.88961791992188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,655,161.9384766
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,660,161.9651641845703
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,665,161.83143615722656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,670,161.8154754638672
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,675,161.78675842285156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,680,161.6373748779297
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,685,161.63343811035156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,690,161.64393615722656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,695,161.59893798828125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,700,161.62677001953125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,705,161.5930633544922
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,710,161.5737762451172
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,715,161.6588134765625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,720,161.66566467285156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,725,374.8110352
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,730,413.23529052734375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,735,411.3727722167969
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,740,410.76837158203125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,745,409.8647461
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,750,409.8199462890625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,755,409.12481689453125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,760,409.1311950683594
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,765,325.5470275878906
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,770,161.1393585205078
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,775,161.2324981689453
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,780,161.34432983398438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,785,161.39865112304688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,790,161.4899902
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,795,161.44496154785156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,800,161.47352600097656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,805,161.53573608398438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,810,161.41209411621094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,815,161.449707
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,820,161.59547424316406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,825,161.4812774658203
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,830,161.56089782714844
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,835,161.47549438476562
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,840,161.51820373535156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,845,161.50291442871094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,850,161.57752990722656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,855,160.22618103027344
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,860,160.0883331298828
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,865,159.37351989746094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,870,159.4418945
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,875,159.51519775390625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,880,159.4720001220703
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,885,159.4713134765625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,890,159.501709
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70001.mat,895,159.42225646972656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,0,159.2745361328125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,5,159.29678344726562
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,10,159.29742431640625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,15,159.35133361816406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,20,159.30520629882812
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,25,159.29278564453125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,30,159.36630249023438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,35,159.35821533203125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,40,159.3284149169922
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,45,159.28273010253906
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,50,159.33868408203125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,55,159.43234252929688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,60,159.30099487304688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,65,159.17213439941406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,70,159.36187744140625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,75,159.27059936523438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,80,159.1970215
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,85,159.40426635742188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,90,159.27320861816406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,95,159.1798553466797
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,100,159.2384033203125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,105,159.4530487060547
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,110,159.49412536621094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,115,159.52603149414062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,120,159.50608825683594
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,125,159.57977294921875
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,130,159.42306518554688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,135,159.4766387939453
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,140,159.31259155273438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,145,159.34689331054688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,150,159.41720581054688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,155,159.37252807617188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,160,159.3727264404297
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,165,159.3421630859375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,170,159.10777282714844
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,175,158.97784423828125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,180,159.0911865234375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,185,159.08164978027344
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,190,158.9868164
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,195,159.1339111328125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,200,159.11744689941406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,205,159.08868408203125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,210,159.0447540283203
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,215,159.0039825439453
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,220,158.97421264648438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,225,158.85401916503906
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,230,158.9683074951172
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,235,158.9191131591797
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,240,158.8526611328125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,245,158.8639678955078
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,250,158.97586059570312
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,255,158.8283691
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,260,158.82061767578125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,265,158.77439880371094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,270,158.8066864013672
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,275,158.74349975585938
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,280,158.7499237060547
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,285,158.66453552246094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,290,158.67083740234375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,295,158.6896973
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,300,158.73785400390625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,305,158.6966552734375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,310,158.7284698486328
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,315,158.66839599609375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,320,158.68569946289062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,325,158.86160278320312
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,330,158.63638305664062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,335,158.7931365966797
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,340,158.8168182373047
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,345,158.81004333496094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,350,158.53582763671875
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,355,158.69003295898438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,360,158.61749267578125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,365,158.6826934814453
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,370,158.6390838623047
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,375,158.5569610595703
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,380,158.72747802734375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,385,158.6616668701172
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,390,158.73109436035156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,395,158.68731689453125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,400,158.76063537597656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,405,158.61947631835938
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,410,158.5961456298828
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,415,158.61090087890625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,420,158.74398803710938
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,425,158.5216827392578
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,430,158.72755432128906
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,435,158.58294677734375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,440,158.6532440185547
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,445,158.5075684
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,450,158.7084961
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,455,158.52737426757812
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,460,158.5672607421875
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,465,158.4904327392578
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,470,158.54888916015625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,475,158.86167907714844
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,480,158.83135986328125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,485,158.8983917236328
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,490,158.61546325683594
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,495,158.67593383789062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,500,158.6066895
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,505,158.73220825195312
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,510,158.32273864746094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,515,158.3122100830078
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,520,158.35739135742188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,525,158.40321350097656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,530,158.30581665039062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,535,158.2421417236328
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,540,158.3944854736328
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,545,158.4815216064453
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,550,158.31033325195312
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,555,158.48387145996094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,560,158.41371154785156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,565,158.26251220703125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,570,158.29591369628906
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,575,158.43832397460938
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,580,158.4066925048828
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,585,158.25961303710938
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,590,158.30252075195312
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,595,158.3785858154297
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,600,158.36607360839844
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,605,158.37069702148438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,610,158.3615723
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,615,158.3872528076172
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,620,158.54238891601562
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,625,158.41737365722656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,630,158.4274139404297
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,635,158.42979431152344
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,640,158.42173767089844
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,645,158.4525146484375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,650,158.3800811767578
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,655,158.3816375732422
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,660,158.35316467285156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,665,158.41519165039062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,670,158.2676544189453
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,675,158.28219604492188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,680,158.27708435058594
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,685,158.3010711669922
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,690,158.28475952148438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,695,158.2856903076172
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,700,158.28501892089844
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,705,158.28526306152344
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,710,158.3057403564453
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,715,158.38914489746094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,720,158.2483673095703
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,725,158.31361389160156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,730,158.3981475830078
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,735,158.19183349609375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,740,158.06170654296875
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,745,158.09596252441406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,750,158.0727539
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,755,158.0885009765625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,760,158.15834045410156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,765,158.14430236816406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,770,158.27735900878906
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,775,158.13226318359375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,780,158.2987518310547
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,785,158.2465362548828
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,790,158.2279815673828
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,795,158.204834
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,800,158.2361602783203
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,805,158.14859008789062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,810,158.24032592773438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,815,158.18301391601562
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,820,158.15594482421875
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,825,158.29151916503906
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,830,158.48622131347656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,835,158.5211639404297
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,840,158.4320831298828
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,845,158.2770538330078
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,850,158.4855499267578
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,855,158.3731689453125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,860,158.30345153808594
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,865,158.38571166992188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,870,158.38790893554688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,875,158.16958618164062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,880,158.1260528564453
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,885,158.05905151367188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,890,157.97491455078125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70002.mat,895,158.04290771484375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,0,158.03172302246094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,5,157.97178649902344
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,10,157.9783172607422
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,15,158.1271209716797
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,20,157.94456481933594
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,25,157.92794799804688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,30,158.0200195
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,35,157.98208618164062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,40,158.04263305664062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,45,158.02745056152344
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,50,158.06851196289062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,55,158.06430053710938
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,60,158.09115600585938
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,65,157.9705352783203
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,70,158.08815002441406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,75,157.97178649902344
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,80,157.9763946533203
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,85,158.01138305664062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,90,157.9746551513672
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,95,157.96969604492188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,100,158.0828857421875
